#visible_distance(float) space view_sector(float)
100 135
#sequence of units
#2D_position(float;float) space 2D_direction(float;float)
-3701.75;2640.74 0.335856;-3.69259
-3672.19;4375.19 2.65709;1.63747
3167.75;911.117 -2.39677;3.2989
433.825;-5381.59 2.71111;1.48152
-5304.63;4047.35 -3.75393;-1.98782
-3567.33;-2641.63 2.17215;-2.29514
-4741.25;-4794.64 -2.52037;2.61986
1740.49;-4457.9 0.94348;2.04398
5343.82;-2096.85 -2.63451;-3.99106
-3063.91;-2949.24 -3.62911;-4.84436
3157.79;-4770.9 -0.183264;4.7589
-1356.54;769.133 -3.12433;-4.27763
1869.07;-2877.72 0.858333;0.36607
3379.6;2073.06 -3.16279;-4.19889
-429.636;-5072.68 4.13297;2.72362
-2025.29;5080.69 2.72607;2.42546
-4211.2;-1243.08 -2.34092;-0.156102
3855.98;-1720.74 0.486618;-4.54283
-1528.84;-5193.35 1.84042;3.83908
3347.41;2023.8 4.1702;1.68874
-206.89;-3752.63 -1.27857;3.14417
-2479.74;3501.6 -4.18363;-4.80682
-3284.06;3265.21 2.49657;0.995972
276.858;-3897 -3.4106;3.92789
2018.29;2451.27 1.2682;0.159154
1316.37;3817.24 -0.843074;2.58324
2526.02;-5388.22 0.0532551;3.90194
-4518.45;4092.98 1.32466;1.68691
5368.06;-3187.94 -4.95788;3.22352
2572.5;-1699.76 0.91937;2.95404
-1067.54;-2910.76 -0.893429;0.330363
1936.46;2262.92 1.92129;0.889157
1776.37;2534.77 -1.44368;-1.63747
-1694.87;322.872 1.84713;0.637379
4677.23;-3263.92 1.14765;-2.62871
2368.12;3535.43 0.38316;2.0867
612.242;1324.24 -4.6585;-3.45607
1935.96;-4361.4 -0.733512;0.21836
5218.37;3704.24 0.811335;2.68181
-679.8;4700.26 3.42067;1.71041
2971.29;-320.806 0.199743;4.92615
-4002.66;-2187.24 3.33522;-2.21366
2774.51;-450.807 2.1276;-4.26542
240.594;-1384.78 -1.29872;3.32026
-2340.13;-2222.57 -4.54863;-1.89138
3719.19;-4470.83 3.2931;2.18467
1433.05;3400.52 4.77111;-0.931272
2633.72;-2863.44 1.10004;-1.14521
324.608;1629.62 -2.81274;-0.617237
-1406.92;-2851.52 3.71151;-3.7405
3101.3;-2276.02 0.310221;-0.459456
833.844;67.9111 -1.05213;-0.117649
-4556.76;2855.52 1.51692;1.98172
-2532.16;-332.855 0.744499;-1.88742
3474.36;5193.71 -1.54103;-0.428022
3514.13;-3450.38 0.283975;-1.15131
-3000.59;1616.69 0.820185;0.329447
2530.61;868.064 -1.6216;2.34855
-1213.09;3791.02 3.32514;-1.59871
-2681.38;-1274.6 -0.896482;0.330058
1305.56;-2829.94 -0.00411987;1.29139
-2672.5;662.916 4.68108;1.32557
3285.08;3594.57 -0.339213;3.3343
-3327.45;-8.36768 1.61;2.2805
4539.07;-32.9712 2.71233;-4.57579
-3456.11;2426.48 -1.94815;-3.59371
2144.31;5019.47 -0.88641;0.991394
-3327.6;-2101.94 2.46208;-2.71722
-1287.88;725.324 -2.34245;-1.77328
-1100.16;3587.92 3.47346;-0.792108
1244.14;194.167 -3.52535;-1.4391
1342.86;-4525.62 1.02741;3.80032
-132.836;4049.12 4.78973;1.38874
4649.38;-3006.84 -1.24073;2.85058
1604.41;-4204.47 -4.0698;-4.95331
-1879.45;2551.61 -2.37083;-2.57683
1058.13;-2460.79 1.58559;4.04111
828.838;4435.8 0.805841;3.20826
-4615.92;3610.38 -2.68883;2.52037
-3220.71;4915.72 -0.20127;2.1221
573.238;-3932.53 -0.708793;4.00632
152.889;2874.49 1.84133;0.159459
4752.1;-1000.05 2.34275;-2.63237
3904.83;-2127.72 -1.47664;1.49556
-2103.14;175.03 -0.826289;-0.951415
4778.19;896.881 -4.32493;-1.16352
2818.55;-2683.28 0.893735;1.54317
-2516.83;-1745.24 4.49858;0.0215154
396.34;-2538.24 -1.23157;-1.87674
2330.08;-2862.36 3.95047;0.875118
-4609.83;1603.21 -2.77093;3.81588
-2129.44;2894.58 4.3759;4.30692
-2108.15;-3944.28 -1.86941;2.62719
4716.56;3038.05 2.39067;-4.335
-4539.51;3971.84 -3.74233;1.02222
-502.157;721.352 -2.98608;4.33744
1461.51;4498.67 -3.91537;-2.3516
1293.97;1394.39 -2.94794;1.60085
-2189.24;-2335.29 -0.217444;-0.685293
-996.88;-4513.1 -0.270547;4.72716
-3358;1044.6 -3.52443;3.2168
-2348.32;1182.55 0.57329;-2.67022
-3574.02;-267.933 2.7514;-4.58708
1893.09;-3627.41 4.54527;-4.03043
3546.95;-871.556 4.41679;-4.44731
884.415;-3880.32 -1.57582;3.00378
1828.88;-1054.82 -0.493637;-2.14805
-2817.9;-2026.74 4.4409;-4.31211
-1898.48;-4743.35 2.54143;-1.6805
4927.25;-1963.84 -4.84252;1.52821
5046.02;-133.197 0.0349436;-1.76595
-3915.96;2995.95 -0.396283;-0.117344
4101.53;2364.29 -2.74743;3.87051
-2737.04;-4472.33 0.657216;-0.187231
-5010.38;2823.63 -3.7817;2.47704
-4010.18;2263.84 3.67794;4.18455
3872.32;-2147.43 4.97314;4.50072
-2467.64;-2047.3 -3.61019;0.0205998
-2958.24;5252.15 -1.91763;2.06534
-2189.4;-2627.77 0.0148015;-4.89807
-1737.4;-478.705 -1.60573;3.69716
241.986;4772.68 1.65395;0.819269
5124.88;3038.77 0.0474558;-4.69939
1977.82;1977.17 -2.07816;1.27369
2590.59;2963.01 2.7282;-2.61254
2759.74;-3708.14 -0.170446;-1.37043
-912.389;2480.65 -2.82159;-1.44948
4458.63;579.883 -1.08478;4.71618
116.863;4219.2 1.95517;-4.80865
1320.25;-1223.66 4.62951;-1.12293
4484.95;336.197 1.43544;-2.50175
3411.07;3046.26 2.96655;2.0748
1868.55;1105.06 -4.9237;1.67013
-2337.48;711.364 -3.6523;-2.75964
3545.79;-4201.48 -2.07785;-1.60543
-4804.47;3403 4.75524;-4.12473
134.488;5135.98 2.36167;-2.42485
-4968.67;-3314.66 -1.88833;0.90289
-5026.3;2413.58 1.13697;-0.693838
2207.7;2424.12 -0.0828576;-4.22941
-3644.95;406.396 1.60085;1.10065
4796.12;-713.202 2.12912;-0.198828
506.793;-3621.27 1.22364;1.36616
5255.27;-1663.94 1.29627;-0.206458
-2883.35;-2031.42 4.3527;-0.868404
95.4854;-1991.29 -4.05911;-2.12424
-2658.05;2697.79 0.21897;0.0239568
3250.27;-1264.41 -4.80743;-4.39482
-418.701;-5274.53 2.19596;-1.50563
-3344.61;2978.14 -1.33015;4.32157
-1036.43;1112.94 -1.69423;-3.70479
-1400.31;723.798 -2.38639;1.74673
-1867.96;-4046.53 2.97906;-2.79321
-4195.47;3910.9 -2.72973;4.83734
-1809.19;1591.45 0.0605793;-1.98691
3796.22;2834.46 0.52385;-1.11377
1552.8;-4541.02 -2.93054;-4.27152
1693.07;3202.21 2.77917;2.875
-5017.97;3280.58 0.704825;1.07562
-4820.11;-4211.66 -1.90542;1.07257
-2660.04;-1940.86 3.605;-1.79006
-3787.07;-3914.32 -3.43532;0.890988
3003.35;-4132.28 2.35405;0.698111
4087.38;-4500.55 2.95434;-3.01721
578.098;-242.605 -3.25861;3.74325
-1584.6;3623.89 -3.42158;1.59597
3437.5;3121.77 0.268716;2.66228
-3296.55;2120.42 2.43858;1.17298
-2829.74;-362.746 1.90634;-2.38823
-2825.02;145.875 3.60256;-0.796075
4384.91;-227.856 -0.896787;4.56572
-3208.52;1418.17 4.83978;-4.67284
3205.01;1167.14 2.04459;2.54082
17.8389;-1000.74 -2.49809;0.682852
5220.65;-2743.93 -0.842158;-2.92688
-2699.71;-2269.17 -4.34263;-0.489669
-2264.24;2974.18 3.87234;-0.0538654
-2470.97;1096.34 3.47377;-2.99554
3206.18;2803.5 2.62566;-4.83489
-1380.7;4690.77 3.84884;3.41456
3123.43;176.386 4.12381;1.1858
1540.96;-3724.26 -1.7037;4.39573
66.9014;-261.35 -0.154576;-0.610828
4605.08;4454.94 -1.92312;-2.38884
-3150.88;-3779.87 -4.19645;-1.19098
-923.743;-3817.32 -3.41914;-4.41496
-1964.64;1417.65 -4.44975;-2.89148
-2377.48;1659.41 2.96258;4.80132
2266.13;4162.24 4.43632;-2.19352
1008.6;3998.99 -2.97967;1.05701
-4085.69;-67.4409 -4.8825;3.75362
-2331.79;3651.19 -4.66704;1.06372
535.957;-4527.37 4.31486;-3.14051
-3934.46;-5199.89 -1.36006;0.298929
-4355.97;-1023 0.819269;4.0701
-4636.81;815.399 0.474105;-2.8927
260.654;-4119.42 4.75249;-0.40788
-594.638;848.363 -2.95404;3.05261
-1639.3;4628.08 -1.92801;3.37153
537.481;-611.683 -1.62343;-0.481124
2013.77;2651.08 -3.66878;-4.18149
-3796.42;-2554.02 0.678274;0.562914
471.645;-4776.38 1.68691;-1.21357
-3660.42;1763.02 -0.010529;2.01468
4915.79;-3526.8 -2.8457;2.79565
654.11;-1326.59 -2.94275;-3.17042
213.842;-3957.61 2.11936;0.511032
-1799.99;-2653.28 3.46889;-3.31019
2715.36;-4858.4 -0.907468;-3.52992
-367.905;-4210.4 -0.963622;-0.1442
4184.38;-3236.79 1.71987;3.05719
-2493.94;-4713.93 0.427412;-4.73205
798.399;2451.35 4.03775;2.73156
1141.15;432.376 1.0506;2.8988
2488.68;5161.22 0.982848;-3.49696
-431.254;4803.43 2.18528;0.352641
1779.68;-889.92 0.149693;-1.34022
-1015.97;4071.05 -4.63317;-4.28068
-3785.05;-3869.5 4.79766;-2.25639
-1226.82;5176.99 -3.98129;-3.32514
1599.93;-3678.48 -1.89077;3.77743
210.363;259.729 -1.66524;-4.16746
3912.71;-3411.18 -1.30207;1.74062
-4427.08;-675.42 1.41255;2.3455
-3930.63;-4745.5 -2.6339;1.29688
299.63;-3639.63 -3.36451;-0.242775
-4940.95;3173.11 -4.88769;2.77093
2982.58;4589.75 -3.6932;0.10422
-2195.12;-1197.03 2.38975;-0.626698
139.444;4373.97 3.53206;4.26664
941.267;4492.04 -0.386822;-4.32127
958.251;1907.13 3.35078;-1.43055
1017.18;2469.3 -1.08142;2.35252
2098.32;573.713 -4.88037;-2.36351
-3998.7;3280.07 -2.83166;-2.875
-4929.56;-306.043 -3.8522;3.48872
-1508.64;-4308.07 0.211036;2.0217
-4285.02;-226.864 -3.42402;0.898007
-1821.71;-3161.36 -1.61092;-3.1637
2105.42;3842.51 -4.48851;-1.01215
-1509.39;4762.99 3.29554;-1.14032
-4564.73;4496.2 -1.58986;-0.914487
2475.98;-855.038 -4.21781;-1.14429
4556.63;-1754.94 -4.28983;-1.17756
18.8667;471.667 -4.78149;3.2873
-4934.36;-4065.39 2.71386;2.48772
-2071.53;541.218 -0.00137329;2.79351
-1217.39;-1901.9 0.720084;-2.37327
-654.756;3438.86 -0.701773;-3.08466
-4897.93;-2390.6 -0.590381;-2.10379
-5131.67;256.703 -3.91629;-4.92523
1440.33;-803.525 0.474715;2.1633
-3500.48;2227.43 1.37013;3.79788
-1185.91;3898.32 2.50359;-0.142369
212.831;-2699.39 -0.272378;0.193029
4044.27;41.9253 -2.88629;2.57408
1736;-3772.37 -3.95962;1.67837
-2015.58;2172.15 -3.66695;1.92251
3230.16;2120.18 3.51466;1.95669
260.051;3126.46 1.23463;3.63033
533.437;-3090.77 2.93512;3.24305
136.691;-5171.05 1.81783;-2.10593
2787.49;-3566.09 3.17408;4.7409
2719.03;-4492.33 -1.85842;-4.01913
1564.01;-1982.22 2.94885;-2.63115
3898.78;529.764 2.70898;3.08069
3433.25;-3287.69 3.82961;4.73785
-2313.49;1881.63 4.09635;-2.59453
1695.05;-2378.37 4.49644;0.375225
-4840.87;3726.31 1.84011;-4.45616
1160.88;3646.71 -3.75149;1.20502
3308.49;3040.05 2.56676;4.06125
2830.36;-615.461 -0.238197;-2.72851
-5097.26;-2584.81 -2.62322;-2.65007
228.403;3499.19 3.09473;-2.28263
3643.18;-698.945 0.478072;1.73391
-2309.15;3512.01 0.948668;3.00989
3583.48;5042.27 -0.933104;-4.1821
-1066.47;417.234 -4.82543;3.41609
-3475.33;1401.38 4.46318;-2.9104
-3064.04;-2267.37 -3.4695;3.73257
-2667.07;-855.233 4.49034;4.77203
-3917.76;-2976.29 -2.3101;4.25809
-44.2163;811.157 -2.88934;-1.07746
4606.89;-120.981 -2.50023;-1.97623
-3651.54;-4387.36 -4.69207;-4.2114
-2570.76;-4286.8 -3.51253;4.26725
-3356.73;2007.06 3.21802;-0.594348
3987.71;-2756.2 3.61904;-1.84042
-942.236;3304.51 3.51405;-0.549791
1490.79;-62.0703 4.30754;-3.2168
2347.37;3117.83 -3.96207;-4.65911
-4999.35;-543.649 -0.330058;1.35731
-1071.85;4779.14 -2.3159;-3.40846
-4287.37;-5089.42 -2.96472;-4.28648
167.819;-2766.27 3.53145;-0.590075
572.421;-1462.37 1.7037;1.02496
1197.82;-1182.13 -0.773797;-0.448164
4070.97;371.686 -0.048677;-3.21955
-1505.75;4553.32 4.61577;1.4217
1020.52;1087.33 3.29127;-1.98752
-1576.04;1648.79 -1.37013;3.42402
881.224;-180.446 3.97916;-1.22639
-3758.86;1654.74 -4.58464;-0.434736
2257.76;-1299.93 1.77267;1.86178
-2513.65;-3181.74 1.71743;-2.69463
-461.965;3532.65 1.93838;4.79888
-436.189;5064.03 -4.4879;1.65883
1059.65;94.7373 4.50865;2.05496
-4836.61;-1835.35 -4.10825;-4.45372
-2773.23;-1544.79 4.79186;3.52779
-2529.49;586.401 4.19492;-3.60195
1761.99;1564.53 -4.87213;-0.733512
5083.76;-280.806 -3.61019;-0.997498
1891.43;821.92 -2.10227;0.44969
-959.372;-4050.32 -3.29127;4.60967
2142.73;-1445.73 -0.220191;-3.38862
2597.5;-2447.12 2.52922;-3.71822
-2373.82;-4130.15 -2.74133;-0.880917
-1215.82;1517.08 0.50676;0.496688
-152.318;-2818.44 3.38313;0.897702
2977.21;1283.13 3.95962;4.99725
2336.36;644.798 -4.22819;2.40776
3559.67;859.823 1.49861;2.89361
-1217.13;-4987.31 -4.12503;3.87265
-3943.15;4616.44 -3.0871;3.01508
2412.86;3796.64 -0.521409;3.75332
-1982.11;3261.4 0.30076;-3.48811
-4963.44;2818.72 -1.53615;3.47652
3820.3;-3092.95 0.453658;-0.294046
115.848;-2376.67 3.81527;-1.59017
2155.47;4028.32 -1.51265;3.1933
3720.8;4943.04 -0.123447;-4.90997
4959.83;-4912.15 2.72759;-2.80602
-526.75;-246.627 -0.138096;4.69817
-4108.96;-3971.27 4.83947;3.15729
4039.63;1507.06 2.60979;2.78649
2649.02;4020.78 -2.7871;1.60787
2448.3;3310.43 0.594043;-4.74487
-3000.67;1580.26 1.59444;-3.74722
-3207.05;-577.483 -0.82049;0.579394
230.73;-2574.13 -1.03046;4.32951
-5070.56;-1327.64 -2.86889;-1.7156
-4013.56;2258.96 0.697196;3.20826
472.851;3451.76 -1.62832;3.67428
-2603.82;783.058 0.890073;3.24458
4092.34;-4873.22 4.9884;-1.19434
3298.99;1441.65 0.049593;-3.12037
-3537.3;-2879.16 1.49129;-0.282449
-3439.37;780.269 -0.0517287;3.99319
2815.9;1714.76 0.323039;-0.0947599
4725.27;-5040.17 -0.238807;3.50337
-3410.95;-5051.29 -1.38661;0.0480661
-960.018;-2403.23 3.45058;1.21967
-2385.37;-2010.13 -3.81069;3.98587
-1647.91;2908.71 -1.60268;3.94375
-1477.57;2929.86 4.83215;0.945005
1242.16;-4042.24 -4.71526;-0.178991
4370.18;-3620.29 -1.21509;4.01608
866.175;-302.471 -0.768914;4.94385
2342.26;-479.116 -3.48872;4.87945
1034.44;-3770.96 2.17185;-3.80032
3870.31;2707.31 3.70235;4.7821
3064.62;-3283.05 -3.50703;0.376141
-3430.47;-2079.59 -2.46574;1.76382
4080.79;-4296.03 -0.086215;-0.489059
-980.168;-2805.19 2.17795;4.13511
-3413.58;2885.13 1.61946;2.4926
-5021.79;-3512.26 -4.44609;0.20188
-273.406;21.1978 -0.355388;2.91406
812.321;-3340.71 -2.65679;4.24375
515.817;-4484.59 -0.494858;3.17286
2293.73;336.646 -1.7571;-1.26118
-2205.47;4136.2 4.08139;4.82269
4241.11;4984.62 0.474715;2.84265
-3292.91;2732.83 4.75097;-4.82452
302.695;2322.83 -0.457015;-2.88842
4457.35;3750.73 3.77194;0.153966
4807.7;4314.99 -2.75781;4.48302
-3021.61;3335.4 -2.08518;3.38984
4860.76;4592.73 -4.08475;-2.50206
-1773.47;-3422.99 3.34681;1.57918
4844.33;-3137.42 3.96146;1.78182
-1248.45;-958.984 1.76229;-3.91842
1304.98;-409.589 2.59178;-4.23276
-2972.06;3807.43 -2.23167;0.773492
-410.353;-4015.47 3.84121;-3.32667
1528.38;-4551.84 -2.48466;-3.85281
1397.98;1665.27 -0.17777;2.73095
3758.8;584.263 -1.41865;-0.33433
3724.15;-2893 3.23573;1.65853
3097.32;3286.2 1.1037;2.36137
-936.638;-2223.38 -0.873287;-4.60967
2561.11;-1819.16 0.162511;1.68905
-2940.9;-762.285 -2.10624;1.05304
-4244.15;-700.868 -0.586719;0.627308
-3069.94;-706.885 -0.454878;-1.81021
-4547.76;4781.03 -4.03043;3.03034
1550.59;-3870.25 -0.791498;2.24052
2874.62;-1794.23 -3.46278;-4.77233
2521.88;2844.21 3.88699;4.2645
-1525.68;-3476.18 4.7943;3.87997
-3237.53;-2289.38 0.467391;-3.08008
4489.78;3444.68 0.026093;0.0746179
4317.71;1705.48 4.98016;-3.30989
-2408.15;-565.82 -2.99188;-0.31724
-3212.23;1076.58 3.10297;2.35832
4152.05;-1587.14 -2.86248;-0.042573
-1756.64;-2865.8 1.92312;-0.264748
-4662.5;-59.7148 0.816523;2.38731
-3950.05;1860 2.94183;2.63695
4948.51;-1915.48 1.08539;1.79617
3977.94;-407.014 -3.66634;0.109104
-3073.4;-3451.34 -1.49434;1.69607
-4238.59;-4508.81 -3.54549;-0.0950651
-4310.73;-99.8145 -2.70837;-4.11191
815.987;-168.777 -1.40095;-1.78793
-3565.38;1051.85 2.69463;-3.68496
132.854;-1460.77 -2.99219;-4.37254
-2600.62;-4869.25 -0.365459;-2.83868
4370.16;332.231 4.12656;-0.613575
3185.81;-415.167 2.58415;-4.79492
2562.32;-289.228 1.11194;1.83645
-764.026;254.267 -3.30042;-3.57906
2481.71;-3539.9 -0.408185;-4.83459
-2179.16;4122.2 0.206458;-1.16962
1970.96;1318.61 4.67132;2.37938
4976.21;-2038.48 -1.97043;1.60268
1686.34;-2214.86 -0.809198;4.52483
-1206.82;3526.28 -3.32301;0.40849
-973.917;444.08 -0.764946;4.17051
-844.729;-1358.26 0.373699;-0.980407
3354.55;-762.961 0.889157;-4.86999
-1607.66;4940 -1.55751;-2.83837
2388.48;219.189 -1.75222;-1.55934
3438.98;1488.81 3.93887;4.61486
-40.1558;2425.69 2.67205;4.58922
-888.597;4951.62 3.53175;1.56575
4926.21;1050.5 3.29768;1.98752
2723.32;-4202.86 -1.36189;-4.79064
1360.7;-3132.25 -1.20685;1.70125
-136.21;882.395 -2.19474;2.60063
18.4526;1879.57 0.36729;-1.57582
1488.57;2218.29 0.342875;-0.245522
1013.27;1245.89 -3.97305;-2.29331
2237.83;2021.71 1.20655;-3.00043
-2219.7;1436.17 -3.91537;-0.569017
8.37891;3994.73 -2.8695;0.579089
2239.23;4645.24 -0.0828576;-2.46208
-3234.43;884.028 4.01059;0.500961
1298.29;-512.649 3.97183;-3.99594
600.837;-1763.24 -4.4644;4.64171
4474.71;-2158.59 1.02619;1.068
-885.754;4440.33 3.07367;-0.904111
2919.31;-1920.7 0.695059;-0.293741
3883.37;-2885.87 -3.19971;4.77966
-454.853;4439.49 1.18732;4.36155
-3570.13;-4550.5 -1.91458;0.279702
482.641;2773.47 2.31559;3.9172
-4916.78;-840.31 3.12342;0.958434
-2161.21;2319.85 -0.247658;0.924863
3453.32;3491.91 -2.18314;4.30204
3518.24;3968.45 0.538805;-4.91852
80.9414;519.514 3.91018;1.52364
4599.07;4668 -0.157323;2.95556
-1008.4;-3403.79 -3.62911;-4.58464
-366.521;-1904.24 -1.03473;3.96237
1964.25;-3793.3 2.02384;4.44945
-3667.53;1421.65 4.5999;2.59239
1854.86;2010.18 -0.567186;3.12799
562.457;-1222.73 -0.660573;-3.11304
-2908.45;1219.45 0.0340281;-1.41194
-3327.15;343.948 3.43471;3.16584
-2554.16;-2048.87 0.519578;3.45027
-1372.66;-1724.2 -2.19932;-2.9986
1243.31;2061.38 -3.53175;4.92157
2986.71;-1587.18 -1.72323;0.447859
3643.63;4361.42 -2.76971;0.146947
2782.32;-1411.83 1.13269;-4.48393
-3777.79;-2223.8 2.05985;-2.18955
2593.54;2940.71 -0.173498;3.90164
-2461.67;4648.72 -2.50328;-4.01273
-4827.2;2731.36 3.01355;2.95923
-4340.41;1137.55 -3.99991;-3.75546
-1175.73;3041.77 3.80306;-2.06839
1055.45;-3384.96 -4.16868;3.99411
-3127.61;-3836.85 0.266274;0.424665
1555.86;213.241 2.18711;-4.90783
-2661.88;648.962 -2.80541;3.1341
-2138.95;3535.41 -0.419782;-1.30634
4624.57;-2417.33 -0.891903;0.822321
615.65;-711.991 -4.52452;-3.64925
2403.98;1805.21 4.51079;-2.45415
-949.29;-3846.52 -4.83001;-2.63329
-2878.69;690.432 1.40095;0.129857
154.656;257.558 -2.07236;0.396588
3312.88;-1890.34 4.0286;-2.10379
-204.063;2856.43 4.36064;1.2981
547.224;-4710.59 0.901364;-1.35975
4551.64;3872.31 -4.93744;-2.76543
368.235;-2353.36 4.04538;0.855587
-4541.66;2037.32 0.492721;-2.97418
-4183.95;-1843.14 -0.489974;2.21305
1684.6;1104.94 2.10685;-2.25089
1139.96;-3459.03 -0.871456;4.28526
-2376.88;2477.16 4.74059;-2.40776
3849.66;4839.06 3.5229;3.52443
-1243.42;4015.05 0.242774;4.95361
-2986.71;-36.2676 -3.63582;-1.51173
756.042;-4846.95 2.35862;3.79391
2853.73;825.687 -0.120701;3.3169
-1190.98;-2386.02 2.86126;-4.76135
-1025.94;3619.73 1.60878;-2.54082
-1717.87;3803.3 -1.06494;-4.56999
3599.02;2224.34 2.41447;1.64937
-2956.62;297.39 1.80929;-0.373699
4299.79;4862 -4.26267;0.133824
-1411.84;-2573.58 -3.36085;2.55577
-3612.62;-2187.09 -1.89322;-0.852839
-3153.62;-3945.52 3.64101;-4.98413
2764.17;3914.99 0.895566;1.6393
1598.91;-67.9907 0.472579;-3.27204
-3382.79;-449.729 3.33033;-1.74825
-3764.68;4666.05 -4.13236;-4.56389
2470.33;-4737.7 -3.25251;4.54466
-4872.91;2691.47 4.51872;2.25944
1693.84;4405.91 0.102695;4.47203
3844.66;4190.65 3.20795;3.29432
-3371.47;-1636.2 -3.27265;0.109409
341.199;-4640.28 -1.80715;-2.53471
-2764.24;-4350.79 2.33726;-2.36869
-4062.61;1075.6 3.83694;0.627003
-809.123;-104.678 4.28953;-0.464339
-735.893;-3456.07 2.49321;-4.08475
2498.53;2990.42 2.09098;3.12159
1132.2;1843.7 -4.36308;0.349589
1867.56;4138.98 -0.843684;-4.78454
-114.146;-3913.73 -3.75088;-2.31681
-2056.45;-4205.49 -4.18485;3.14966
-1486.58;4515.98 2.44804;-2.49382
-65.0371;4742.31 3.57082;1.98447
2995.12;-4408.3 2.37236;0.596179
78.7598;2081.68 0.606555;-2.01102
2290.14;-127.155 0.315714;0.520188
-1658.66;-4225.14 -1.45497;-1.6332
-1460.87;-186.847 4.10672;1.48579
-1076.2;1861.66 0.455489;-2.7694
-720.654;2056.56 3.74386;2.44346
-1782.68;2296.16 0.11124;-2.16941
1119.71;-1696.96 1.27766;-2.56279
3342.94;-2999.17 2.49779;1.03046
4008.17;818.521 1.94327;2.20695
2999.14;3257.45 -4.42961;0.0340281
-2632.3;-3988.64 -3.45698;-2.96045
-1777.81;2583.76 3.26319;1.36158
-3671.01;1912.79 -4.91913;-4.12961
-4774.21;1273.99 -0.256203;2.07694
981.108;4681.46 1.64296;1.63594
-518.831;-731.845 4.92584;3.2635
-4017.4;-1031.04 0.531785;-2.12668
1271.16;4231.58 1.2215;-0.249184
174.326;-4742.23 3.64925;-3.42647
1516.82;2923.94 1.55446;-3.90835
264.135;4018.86 -0.872372;2.28263
-242.359;-2766.22 -1.38661;-1.21174
2868.29;-3243.43 1.21509;2.45293
2874.25;-2514.65 -4.63744;4.76897
-50.1069;-83.4131 1.40675;4.04538
-3964.5;2365.85 -3.20124;-3.88638
3736.29;-158.583 0.827204;-3.62087
2580.05;4465.12 2.95892;1.0329
-4854.33;93.7441 3.86471;0.236366
-1045.23;1885.93 3.17743;1.0921
73.2119;-2873.39 3.05322;3.211
-3510.34;-3554.58 1.59536;4.68932
1327.81;1008.66 -4.79583;1.31092
-2249.47;-2038.43 3.9169;-3.21924
-2137.43;3832.24 -1.20746;-3.18964
2821.48;-4284.51 -4.58159;4.85962
-2965.36;2871.03 2.58568;2.35191
-2646.82;4085.52 0.205848;1.17847
-1619.14;609.789 -4.47172;1.29505
138;-2430.5 1.72079;1.23066
-1926.42;1128.23 -2.12485;4.32127
-4738.84;-2309.48 4.50163;-1.52577
4284.56;2854.75 3.57387;2.28416
1517.35;747.492 -2.81213;-4.69237
-4496.91;-2597.1 3.89676;-4.68963
-2662.3;-871.247 -3.21894;0.299539
-3433.5;3574.71 2.32505;-1.84713
2284.43;-1063.56 4.15067;1.66127
580.423;679.552 0.681021;1.78976
4447.9;-4846.41 0.791498;-3.02332
-1144.54;3769.93 -3.48994;1.27888
-4170.75;1382.66 -3.16645;-0.822321
2292.13;-580.535 1.7159;-0.142369
-841.432;-1614.43 0.298624;-1.22974
-3863.76;3926.71 2.4398;-0.70513
-966.959;-4690.9 -2.3928;2.31101
2536.32;1577.69 0.196386;-3.50795
256.224;24.3667 -4.66216;-2.86493
-986.735;-4447.62 4.25565;-3.66359
169.908;-4413.93 3.23542;2.33116
2770.07;-2958.69 -4.72564;0.800348
948.349;156.558 -1.53462;-4.03195
1306.35;1095.38 0.181737;4.2938
3732.98;-2505.22 1.12659;-1.42659
387.687;-2429.49 -1.69118;-4.73296
3994.75;-734.668 1.00543;2.85791
-4182.01;-2259.27 -1.22547;4.06095
-2230.5;-2668.2 -4.41557;-0.30839
4428.99;-711.226 -0.884274;-2.99249
-1259.97;-565.534 -0.698111;0.333415
-325.052;-3976.77 -4.82788;-3.21528
-1417.59;3261.48 4.05698;4.90448
2967.54;3251.09 2.21824;-0.98468
-3863.91;-4097.35 0.969115;-2.88415
2389.74;2317.33 -2.65496;-4.88189
-1214.26;-2096.75 3.38618;-4.75341
-1856.54;-2652.05 3.09595;1.41224
-3876.29;-2428.84 1.14032;-0.631886
905.314;787.39 2.34581;4.46623
2326.98;-2553.67 -3.94131;4.82116
2493.76;-3907.39 4.43632;2.70012
3327.02;-738.113 -1.28132;1.94357
-4044.45;2822.7 2.55791;4.23795
1577.99;4584.45 -3.54366;2.0455
-3197.18;3216.57 2.38304;1.00848
4182.3;2223.07 2.62627;-0.362712
-1939;28.0376 1.94845;-0.90289
2630.15;153.661 -2.89483;0.904721
3557.83;3300.47 2.78802;-4.653
1863.27;-3925.91 -1.9454;-1.56362
4659.62;3954.13 2.31559;0.211341
2413.86;2087.73 4.92554;2.19993
-3302.12;1487.95 -2.54173;-3.14631
3005.04;-1518.13 2.7163;-3.23145
-3441.72;-803.826 -0.460371;-3.49879
4340.34;-753.256 -2.51793;4.79827
3819.7;-4201.45 0.410321;0.0453196
4490.56;-1347.27 3.09168;-3.24671
1579.22;2280.91 -0.166784;-4.10764
-4512.7;710.759 -0.765252;-3.11609
-3159.03;-2457.94 4.11557;4.06766
-513.787;-2987.75 0.681021;-4.54833
4473;-4383.76 -4.00937;-3.43654
